                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                0.65414,                0.58936,                0.32969,                0.78516,                0.99595,                0.83012,                0.91358,                0.81734,                 0.9298,                0.77411,                0.86613,                0.51342,                0.48757,                0.61703,                0.29854,                0.78302,               0.008119,               0.008119,               0.008119
                     59,                0.65944,                0.59258,                0.32917,                0.78402,                0.99529,                0.83012,                0.90793,                0.78583,                0.92123,                0.76798,                0.85427,                0.49034,                0.57836,                0.64788,                 0.3203,                0.78743,               0.008086,               0.008086,               0.008086
                     60,                0.65029,                0.59333,                0.32569,                0.78423,                0.99593,                0.82998,                 0.9124,                0.80929,                0.92541,                0.77073,                0.86187,                0.50173,                0.49953,                0.64004,                0.29641,                0.78465,               0.008053,               0.008053,               0.008053
                     61,                0.64139,                0.57789,                0.32376,                0.78426,                0.99612,                0.83038,                0.91337,                0.81924,                0.92575,                0.77138,                  0.866,                0.52977,                0.47685,                0.62741,                0.29585,                0.78413,                0.00802,                0.00802,                0.00802
                     62,                0.64229,                0.58171,                0.32326,                0.78432,                0.99577,                0.82987,                0.91219,                0.82031,                0.93241,                0.77542,                0.87116,                 0.5363,                0.50626,                0.58309,                0.30388,                0.78363,               0.007987,               0.007987,               0.007987
                     63,                0.63123,                0.57185,                0.31749,                0.78367,                0.99588,                0.82991,                0.91383,                0.81742,                0.92797,                0.77159,                0.86715,                0.52042,                0.50268,                0.64027,                0.30007,                0.78478,               0.007954,               0.007954,               0.007954
                     64,                0.62955,                0.56981,                0.31759,                0.78453,                0.99627,                0.83011,                0.91303,                0.82459,                 0.9348,                0.77806,                0.87105,                0.52608,                0.46852,                0.60248,                0.29143,                 0.7832,               0.007921,               0.007921,               0.007921
                     65,                0.63987,                0.57883,                0.31913,                0.78343,                0.99612,                  0.829,                0.91307,                0.81718,                0.92951,                0.77267,                0.86834,                0.52482,                    inf,                0.62168,                0.28868,                0.78291,               0.007888,               0.007888,               0.007888
                     66,                0.63286,                0.57404,                0.31745,                0.78383,                0.99513,                0.82935,                0.91241,                0.77478,                 0.9196,                0.76564,                0.86051,                0.49269,                0.61018,                0.68873,                0.32109,                0.78992,               0.007855,               0.007855,               0.007855
                     67,                0.63877,                0.57956,                0.32005,                0.78361,                0.99585,                0.82987,                0.91326,                0.80293,                0.92619,                0.77126,                0.86641,                 0.5148,                  0.535,                 0.6215,                0.30399,                0.78435,               0.007822,               0.007822,               0.007822
                     68,                0.62112,                0.56402,                0.31479,                0.78306,                0.99566,                0.83034,                0.91335,                0.81869,                0.92729,                0.77185,                 0.8686,                0.53002,                0.48423,                0.59217,                0.29333,                 0.7827,               0.007789,               0.007789,               0.007789
                     69,                0.62997,                0.57819,                0.31478,                0.78425,                0.99631,                0.83006,                0.91165,                0.78925,                 0.9232,                0.76887,                0.86207,                 0.5011,                0.56204,                0.63045,                0.31154,                0.78633,               0.007756,               0.007756,               0.007756
                     70,                0.61593,                0.56295,                0.31247,                0.78265,                0.99626,                0.82977,                0.91297,                0.81237,                 0.9294,                 0.7732,                0.86792,                0.51697,                0.50826,                0.61251,                0.29399,                0.78443,               0.007723,               0.007723,               0.007723
                     71,                0.62511,                0.57328,                0.31335,                0.78306,                 0.9963,                0.82998,                0.91281,                0.82432,                0.92956,                 0.7733,                0.86823,                 0.5248,                0.48784,                0.59558,                0.29209,                0.78394,                0.00769,                0.00769,                0.00769
                     72,                0.60947,                0.55918,                0.30928,                0.78253,                0.99587,                0.82962,                0.91323,                0.80782,                0.92406,                0.76908,                0.86542,                0.50901,                0.52499,                0.62792,                0.29552,                 0.7849,               0.007657,               0.007657,               0.007657
                     73,                0.59798,                  0.545,                0.30507,                0.78193,                0.99622,                0.83027,                0.91356,                0.83167,                0.93199,                 0.7747,                0.86984,                0.53215,                0.45438,                 0.5824,                 0.2836,                0.78166,               0.007624,               0.007624,               0.007624
                     74,                0.59787,                 0.5465,                0.30374,                0.78141,                0.99607,                0.82936,                0.91318,                0.81273,                0.92314,                0.76849,                0.86422,                0.50834,                0.48773,                0.60423,                0.28445,                0.78326,               0.007591,               0.007591,               0.007591
                     75,                0.60202,                0.55494,                0.30563,                0.78126,                0.99635,                0.83019,                0.91386,                0.84512,                0.93521,                0.77852,                  0.873,                0.53952,                0.42487,                0.56493,                0.27122,                0.78174,               0.007558,               0.007558,               0.007558
                     76,                0.59162,                0.54137,                0.30111,                0.78322,                0.99597,                0.82975,                 0.9124,                 0.8337,                0.92661,                0.77157,                0.86683,                0.53183,                0.44372,                0.56985,                0.27357,                0.78184,               0.007525,               0.007525,               0.007525
                     77,                0.59453,                0.54583,                0.30278,                 0.7825,                0.99626,                0.82987,                0.91296,                0.83583,                0.93195,                0.77544,                 0.8692,                0.53195,                0.42121,                0.57765,                0.27124,                 0.7805,               0.007492,               0.007492,               0.007492
                     78,                 0.6021,                0.55683,                 0.3043,                0.78204,                0.99599,                0.83032,                0.91299,                0.83154,                0.92801,                0.77299,                0.86705,                0.52354,                0.43916,                0.59195,                0.27386,                 0.7815,               0.007459,               0.007459,               0.007459
                     79,                0.59472,                0.54155,                0.30265,                0.78168,                0.99592,                0.83025,                0.91379,                0.82481,                 0.9272,                0.77242,                0.86716,                0.52108,                0.47067,                0.61264,                0.28078,                0.78291,               0.007426,               0.007426,               0.007426
                     80,                0.57451,                0.53135,                0.29482,                0.78199,                0.99609,                0.82888,                0.90812,                0.81144,                0.92659,                0.76949,                0.85951,                0.51116,                 0.4815,                0.66003,                0.28213,                0.78491,               0.007393,               0.007393,               0.007393
                     81,                0.57514,                0.52574,                0.29464,                0.78063,                0.99636,                0.83017,                0.91386,                0.84193,                0.93162,                0.77502,                0.87164,                 0.5388,                0.42829,                0.58132,                0.27293,                0.78106,                0.00736,                0.00736,                0.00736
                     82,                0.57279,                 0.5202,                0.29269,                0.78186,                 0.9961,                0.82981,                 0.9132,                0.83786,                0.92933,                0.77381,                  0.869,                0.52676,                0.43259,                0.61007,                0.26344,                0.78189,               0.007327,               0.007327,               0.007327
                     83,                 0.5664,                0.52096,                0.29071,                0.78074,                0.99632,                 0.8297,                0.91403,                0.83014,                0.92704,                0.77166,                0.86763,                0.52556,                 0.4492,                0.60029,                 0.2682,                0.78183,               0.007294,               0.007294,               0.007294
                     84,                0.55866,                0.50913,                0.28969,                0.78129,                 0.9965,                0.83004,                0.91291,                0.84307,                 0.9315,                0.77476,                0.87074,                 0.5456,                0.41726,                0.55587,                  0.264,                0.78109,               0.007261,               0.007261,               0.007261
                     85,                0.55569,                0.51314,                0.28793,                0.78029,                0.99601,                 0.8292,                0.90998,                0.82226,                0.92834,                0.77228,                0.86471,                0.52145,                 0.4672,                 0.6178,                0.28347,                0.78298,               0.007228,               0.007228,               0.007228
                     86,                0.56377,                 0.5168,                 0.2897,                0.78064,                0.99657,                0.83004,                0.91315,                0.85605,                0.93643,                0.77795,                0.87324,                0.54856,                    inf,                0.56793,                0.25608,                0.78002,               0.007195,               0.007195,               0.007195
                     87,                0.57213,                 0.5294,                0.29137,                0.78163,                 0.9966,                0.83015,                0.91362,                0.84605,                0.92996,                0.77364,                0.87016,                0.53877,                0.40682,                0.56344,                0.26092,                   0.78,               0.007162,               0.007162,               0.007162
                     88,                0.56332,                0.52056,                0.28979,                0.78025,                0.99673,                0.83018,                0.91324,                0.84939,                0.93354,                0.77531,                0.87166,                0.54804,                0.40935,                0.53079,                0.25938,                 0.7802,               0.007129,               0.007129,               0.007129
                     89,                0.56086,                0.51759,                0.28894,                0.78028,                0.99678,                0.82987,                0.91116,                0.85001,                0.93473,                0.77647,                0.86842,                0.53766,                 0.3847,                0.55529,                0.25413,                0.77951,               0.007096,               0.007096,               0.007096
                     90,                0.54974,                0.50298,                0.28507,                0.78022,                0.99658,                0.83044,                0.91422,                0.83983,                0.93336,                0.77634,                0.87306,                0.54324,                0.41845,                 0.5879,                0.26463,                0.78099,               0.007063,               0.007063,               0.007063
                     91,                0.56658,                0.52118,                 0.2907,                0.78004,                0.99625,                0.82998,                0.91371,                0.82989,                0.92845,                0.77265,                0.86862,                0.53428,                0.44981,                0.59324,                0.27309,                 0.7817,                0.00703,                0.00703,                0.00703
