Wall time,Step,Value
1725636832.7052243,0,1.1241974830627441
1725636908.2982488,1,0.6453783512115479
1725636966.6686375,2,0.6095229387283325
1725637024.9034064,3,0.4910203814506531
1725637083.8843627,4,0.4623885750770569
1725637142.9924443,5,0.39776286482810974
1725637201.3803813,6,0.3317842483520508
1725637260.4076412,7,0.31096842885017395
1725637320.5368369,8,0.2889716327190399
1725637381.9285111,9,0.2768143117427826
1725637440.894634,10,0.24606192111968994
1725637502.2266965,11,0.24588117003440857
1725637560.8795226,12,0.22019454836845398
1725637619.10632,13,0.21824324131011963
1725637679.4812632,14,0.21575582027435303
1725637738.2245975,15,0.20611873269081116
1725637796.7978282,16,0.18119528889656067
1725637857.3622174,17,0.20398664474487305
1725637916.7922332,18,0.21318462491035461
1725637975.1122222,19,0.17498059570789337
1725638033.7135038,20,0.19520947337150574
1725638091.9631567,21,0.17184974253177643
1725638150.7152681,22,0.17458371818065643
1725638209.3004346,23,0.17436173558235168
1725638268.1149955,24,0.14325790107250214
1725638326.485432,25,0.16497310996055603
1725638385.2872663,26,0.13832417130470276
1725638444.6162322,27,0.13722434639930725
1725638502.9652789,28,0.14937475323677063
1725638561.5676632,29,0.13118281960487366
1725638620.4038346,30,0.13618814945220947
1725638678.9242883,31,0.1521703004837036
1725638737.6679873,32,0.1330762803554535
1725638795.9299989,33,0.12362278997898102
1725638854.7116258,34,0.12293646484613419
1725638913.0117228,35,0.13689246773719788
1725638971.4715633,36,0.1245962381362915
1725639030.5369647,37,0.12493506819009781
1725639090.8217037,38,0.10694602876901627
1725639149.1421466,39,0.10791915655136108
1725639208.188153,40,0.10559065639972687
1725639266.5680559,41,0.10413344949483871
1725639325.6737022,42,0.1209849864244461
1725639384.1369445,43,0.11003919690847397
1725639443.2508028,44,0.10303816944360733
1725639502.0862894,45,0.11520904302597046
1725639560.4745533,46,0.12283347547054291
1725639619.247932,47,0.08472660928964615
1725639677.5896873,48,0.09922226518392563
1725639736.407386,49,0.09177176654338837
1725639796.576812,50,0.09321023523807526
1725639854.9678948,51,0.09970357269048691
1725639913.3599265,52,0.08705464005470276
1725639972.1544871,53,0.09655161201953888
1725640031.3196144,54,0.08585282415151596
1725640089.7005184,55,0.10448150336742401
1725640148.2820926,56,0.09479016065597534
1725640207.2045696,57,0.10547494888305664
1725640265.6575992,58,0.08707544207572937
1725640323.8588655,59,0.08910664916038513
1725640383.21663,60,0.08221693336963654
1725640441.8073268,61,0.09540534019470215
1725640500.192912,62,0.0913047343492508
1725640559.1283505,63,0.08598323166370392
1725640617.9057946,64,0.09659560024738312
1725640676.2971666,65,0.08483501523733139
1725640734.8995254,66,0.08169853687286377
1725640793.7149634,67,0.08711173385381699
1725640852.052333,68,0.09047500044107437
1725640910.4322133,69,0.08070845156908035
1725640969.2315388,70,0.06925976276397705
1725641027.6253521,71,0.07833565771579742
1725641085.972147,72,0.08476203680038452
1725641144.799971,73,0.0755954384803772
1725641204.737543,74,0.08547191321849823
1725641263.3194053,75,0.06958471238613129
1725641321.5399806,76,0.06713011115789413
1725641380.6347027,77,0.07517082244157791
1725641439.0149558,78,0.07616046816110611
1725641497.4652615,79,0.06764094531536102
1725641556.420922,80,0.06819933652877808
1725641614.8109798,81,0.08319234102964401
1725641673.2260659,82,0.06688056886196136
1725641731.9336333,83,0.06680212914943695
1725641790.6695213,84,0.07951939105987549
1725641849.1541622,85,0.057735610753297806
1725641907.5127833,86,0.07036668807268143
1725641966.3064673,87,0.07292306423187256
1725642024.696733,88,0.058639753609895706
1725642082.988891,89,0.0724964290857315
1725642142.6588342,90,0.0720624253153801
1725642201.2401087,91,0.07162055373191833
1725642259.810876,92,0.0618751123547554
1725642319.622582,93,0.05736012011766434
1725642379.3225398,94,0.05771080404520035
1725642438.164725,95,0.06339411437511444
1725642498.1274054,96,0.06543218344449997
1725642556.7204447,97,0.06804464012384415
1725642615.2894142,98,0.06679660081863403
1725642673.681472,99,0.05399069935083389
