                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 1.3654,                 1.8753,                 0.5641,                0.88141,                0.95399,                0.80424,                0.84808,                0.53956,                0.82494,                0.70303,                0.71918,                0.31379,                 1.0734,                 1.8895,                0.50498,                0.87443,               0.008647,               0.008647,               0.008647
                     43,                 1.3594,                 1.8668,                0.56527,                0.88075,                0.94594,                0.78593,                0.84498,                0.56845,                0.79671,                0.65948,                0.68935,                0.29236,                 1.0391,                 1.9449,                0.51559,                0.86073,               0.008614,               0.008614,               0.008614
                     44,                 1.3717,                 1.8645,                0.57307,                0.87805,                0.94482,                0.79799,                0.85065,                0.56823,                 0.8266,                0.69814,                0.72018,                0.30465,                 1.0445,                 1.8184,                0.52552,                0.84635,               0.008581,               0.008581,               0.008581
                     45,                  1.352,                 1.8361,                0.56847,                0.87606,                0.95016,                0.81989,                0.85744,                 0.5812,                 0.8101,                0.70174,                0.71387,                 0.3052,                 1.0176,                 1.8953,                0.50954,                 0.8516,               0.008548,               0.008548,               0.008548
                     46,                 1.3856,                  1.854,                0.57631,                0.87554,                0.94394,                0.80317,                0.85003,                0.57251,                 0.8075,                0.68945,                0.70459,                0.30527,                 1.0629,                 1.9286,                0.51942,                 0.8638,               0.008515,               0.008515,               0.008515
                     47,                 1.3695,                 1.8623,                0.57291,                0.87808,                0.94594,                0.81604,                0.85777,                0.56999,                0.79442,                0.68965,                0.71491,                0.32038,                 1.0588,                 1.9352,                0.51276,                0.84684,               0.008482,               0.008482,               0.008482
                     48,                 1.3536,                 1.8215,                0.56481,                0.87684,                0.95247,                0.78475,                0.84855,                0.56721,                0.80659,                0.66529,                0.70014,                0.29401,                 1.1082,                 1.8752,                0.52583,                0.86123,               0.008449,               0.008449,               0.008449
                     49,                 1.3469,                  1.867,                0.56975,                 0.8777,                0.94853,                0.81048,                0.87089,                0.63324,                0.80254,                0.67855,                 0.7253,                0.33777,                0.90041,                 1.8873,                 0.4731,                0.85302,               0.008416,               0.008416,               0.008416
                     50,                 1.3489,                 1.8381,                0.56783,                0.87883,                0.95244,                0.80813,                0.85719,                0.54987,                0.80517,                0.69056,                0.71057,                0.29978,                 1.0937,                 1.8141,                0.54539,                0.85544,               0.008383,               0.008383,               0.008383
                     51,                 1.3576,                 1.8289,                0.56718,                0.87643,                0.94849,                0.80858,                 0.8605,                0.58969,                0.81732,                0.69425,                0.73643,                0.34984,                 1.0292,                 1.8342,                0.49476,                0.85932,                0.00835,                0.00835,                0.00835
                     52,                  1.338,                 1.8408,                0.55946,                0.87811,                0.95089,                0.81879,                 0.8653,                0.62102,                0.83582,                0.71682,                0.75354,                0.34726,                 0.8971,                  1.886,                0.47796,                0.86388,               0.008317,               0.008317,               0.008317
                     53,                 1.3426,                 1.8494,                0.56063,                0.87658,                0.94695,                0.80261,                0.84897,                0.58415,                0.79465,                0.67578,                0.67572,                0.28386,                0.99391,                 2.0689,                0.54611,                0.87458,               0.008284,               0.008284,               0.008284
                     54,                 1.3451,                 1.8342,                0.56833,                0.87802,                0.95075,                0.80067,                0.86428,                 0.5887,                0.81338,                0.68444,                0.72946,                0.33962,                 1.0178,                 1.9486,                0.49385,                0.85849,               0.008251,               0.008251,               0.008251
                     55,                 1.3437,                  1.825,                0.56061,                0.87338,                0.93881,                0.82444,                0.86521,                0.58733,                0.80681,                0.71236,                0.73508,                0.32346,                 1.0276,                 1.8906,                0.53248,                0.85272,               0.008218,               0.008218,               0.008218
                     56,                 1.3384,                 1.8479,                0.56516,                0.87857,                 0.9479,                0.80073,                 0.8403,                  0.563,                0.82792,                0.70493,                0.71838,                0.31509,                 1.0417,                   1.87,                0.53478,                0.85639,               0.008185,               0.008185,               0.008185
